Hash,Message,Hashes of parents,Is a merge commit?,List of modified files
a811d86acca9fd96dabc41b99ff735df73100a7b,"Fix ""duplicate object description of jinja2"" warning

Follow suggestion to use :noindex: for the instance in api.""",['72e55739efa8457b2dc213f7851b75b7f81ba393'],False,['docs\\api.rst']
4b1cae9c60057533ca207f954566c25b22c67464,Add python 3.7 deprecation warning fix to changelog,['593ee1e481d9534edd65928ac6bae5cfbd2eec14'],False,['CHANGES.rst']
0f5f2010bb10bb10a7f8ac93d0ba68294f07c413,"Merge pull request #1019 from jbarreneche/backport-python3.7-collections-warning-fix

Backport python3.7 collections warning fix","['4ce2449a4c17e6f2715b6bf04e4dfad1a5926984', '4b1cae9c60057533ca207f954566c25b22c67464']",True,[]
aae91f42d19523dec6a5c0b12c74f398398b0d10,"Fix typo ""the the""",['7798e7964f147dc490592f57298f721bbc56ed1b'],False,"['jinja2\\filters.py', 'jinja2\\runtime.py']"
6ffe6cc9707a6fbf729b71eb3a23f15ef3b9c167,"Merge pull request #1021 from jdufresne/the-the

Fix typo ""the the""","['7798e7964f147dc490592f57298f721bbc56ed1b', 'aae91f42d19523dec6a5c0b12c74f398398b0d10']",True,[]
99f2a6c6e59d080b297db20a48930e67115c96ea,Fix typo,['5b3d0c3d54508ac415897f26c0577db4ea4b0c04'],False,"['jinja2\\bccache.py', 'jinja2\\runtime.py']"
911df8e7920c33733d279ce29f0dad83cd9c0b1b,Fix line length,['55e4a130756e6204517cfc34aacdc647ddd5b162'],False,['jinja2\\bccache.py']
719c9f1f69cb13b350de638c71a39776c064b397,"Merge pull request #1031 from minho42/Fix-typo

Fix typo","['5b3d0c3d54508ac415897f26c0577db4ea4b0c04', '911df8e7920c33733d279ce29f0dad83cd9c0b1b']",True,[]
e74640b5f35891e082ff2ac7fd25284cb3c2f1d2,"Merge pull request #1030 from rillian/PytestUnknownMarkWarning

Fix pytest unknown mark warnings","['94cecd4892a401dfe57387ed1171867335693b07', '6661be089909dc1622f773ac7479700a90c7b271']",True,[]
219b8a33b1de7f14c1232ce5345e3c884fe3b87a,"Merge pull request #986 from pbjr23/fix-safe-range-memory

Fix memory usage bug in Python 2 by using correct version of range","['e74640b5f35891e082ff2ac7fd25284cb3c2f1d2', '35fcd9fef243b4818aeaaa2d4fdb279e7e0126ac']",True,[]
0209b0fc62729170e0af0d8114463186d575d4b1,Fix typo,['9a877fa6c7533166d43c57f1d1ca6b6888e64db8'],False,['jinja2\\runtime.py']
06696563d78e4f925426746d3b05b744804a66f4,fix linkcheck issues,['f77b09d998dffe6b8332f958db970992bd451444'],False,"['CHANGES.rst', 'docs\\api.rst', 'docs\\extensions.rst', 'docs\\faq.rst', 'docs\\integration.rst', 'docs\\intro.rst', 'jinja2\\bccache.py']"
d601b3f49625356616e2f88ef82e3fe5673ea873,fix tox docs build,['288dd42f57ce26224d692c8d98356dec74443326'],False,['tox.ini']
3a86ef3d72fdefb149c0c859e6e37035826f3557,"Fix TracebackFrameProxy.set_next() on Python 3.7

Fix issue #1050: fix a crash in TracebackFrameProxy.set_next() on
Python 3.7 and newer, when Python is build in debug mode.

Since Python 3.7, traceback.tb_next field can be modified: ctypes is
no longer needed.",['d601b3f49625356616e2f88ef82e3fe5673ea873'],False,"['CHANGES.rst', 'jinja2\\debug.py']"
72fffe41a2280ebab01745804c517a33f4a6cf08,"Merge pull request #1051 from vstinner/tb_next_py37

Fix TracebackFrameProxy.set_next() on Python 3.7","['d601b3f49625356616e2f88ef82e3fe5673ea873', '3a86ef3d72fdefb149c0c859e6e37035826f3557']",True,[]
91a404073acac40a7945bf7d584e8b30bc7a08cb,"Fix simple typo: problemtic -> problematic (#1059)

Plus rephrase the comment for greater clarity.",['436f00b7763b8cba14b287b9b8ce88c0e1af6fc9'],False,['jinja2\\runtime.py']
d7f892c1edab571a1b6612ce5db00c8c360681a0,Fix MANIFEST.in to include renamed license file,['91a404073acac40a7945bf7d584e8b30bc7a08cb'],False,['MANIFEST.in']
31d48f3e487428fd36ac3f3c613c76c4c79a3e8a,"Merge pull request #1063 from PikachuEXE/fix/manifest

Fix MANIFEST.in to include renamed license file","['91a404073acac40a7945bf7d584e8b30bc7a08cb', 'd7f892c1edab571a1b6612ce5db00c8c360681a0']",True,[]
d3b976b7f8bf9e99b47feec92bdc00039a6c5c56,"Merge pull request #1000 from EtiennePelletier/fix_deadlock_improve_tests

Fix deadlock in LRUCache and improve test coverage","['71133493b5b47035c9da8971f32a27dcdee1938b', '69d8d9886044c509afed3fed5994a987f99fad42']",True,[]
218e77d77da08f045672a2e2abb521ba5c73d2a1,Fix typo in setup.py,['0fee409131d58d2912847450717b9312e0a9513d'],False,['setup.py']
b5adc65c22d27def6feeb8f64966dd260fc069a5,Fix incorrect release date for 2.10.3,['c6a71f9545ad0de5e30eee759a31a187475bcb0f'],False,['CHANGES.rst']
03ce2ce772997e874e1f1b6f0605b21eb77e02c8,"Merge pull request #1070 from anowlcalledjosh/develop

Fix incorrect release date for 2.10.3","['c6a71f9545ad0de5e30eee759a31a187475bcb0f', 'b5adc65c22d27def6feeb8f64966dd260fc069a5']",True,[]
8afc7e57c94bca530c0094e3cdbdbd8b4a1a5541,"Fix bug with when using Markup on ChainableUndefined

Wrapping a ChainableUndefined object with Markup causes an
UndefinedError because Markup thinks that ChainableUndefined has an
attribute called __html__ and tries to call it.

This commit fixes this by defining a method __html__ that calls
ChainableUndefined.__str__. We also add a regression test.",['e68d9b870536d1d019b6f26750d4c68a89df25e3'],False,"['jinja2\\runtime.py', 'tests\\test_regression.py']"
496c81af81ed9ea2aaccc6537338ec1f723cbf5a,"Merge pull request #1047 from lfdebrux/ldeb-bug-chainable_undefined_and_markup

Fix bug with when using Markup on ChainableUndefined","['e68d9b870536d1d019b6f26750d4c68a89df25e3', '8afc7e57c94bca530c0094e3cdbdbd8b4a1a5541']",True,[]
562e1782ce291aa5773a5a1873b0a6a1336503b6,"Merge pull request #858 from exponea/857-lexer-whitespace-performance

Fix lexer being extremely slow on large amounts of whitespace. Fixes #857","['381d72ace1941e6fc8675b10e4457040988bb2dc', '37249c08101060bf5a4a230e412575aa741989db']",True,[]
9ca80538d9e9418ae658772516f9b7dfb1e02ccd,fix invalid double extends test,['ca72c5f301d1aa2ce0e75b440dc6364b4a69bbeb'],False,['tests\\test_inheritance.py']
81b32242e5bdaa226bb8e4e7d67118d717fad005,"Merge pull request #993 from aayushuppal/loop_fix

Fix for Loop properties revindex and revindex0 still wrong in Jinja2 2.10 #794","['468b2df4c1ab7a20591135b0e16c1baec140c995', 'ef1a4c698c1b9f1630519730c8379c0d6987004e']",True,[]
50f181080aa327e9c3010bd34dd6ede4b7438517,"clean up i18n documentation

explain enabling newstyle
organize newstyle advantages
mention escaping percent signs for formatting
mention marking format parameters as safe
fix newstyle ref",['91893a47273448b725af63eb19c6edcb57455f5a'],False,"['docs\\extensions.rst', 'docs\\templates.rst', 'jinja2\\ext.py']"
13ff6c8c1d2ae64c06d4f6fc8666a19485062354,fix(templates.rst): fix typo (`hat` => `that`),['f81c74437e555d43529fd7746307d0dfd577f6c5'],False,['docs\\templates.rst']
4fe03dafcdf251739e1fa27843d7167a7b2f2031,"Merge pull request #1115 from myii/patch-2

 fix typo in templates.rst, ""hat"" to ""that""","['f81c74437e555d43529fd7746307d0dfd577f6c5', '13ff6c8c1d2ae64c06d4f6fc8666a19485062354']",True,[]
88023b89489186f852f084181eac730a9259b666,ext/Vim/jinja.vim: fix indent,['4fe03dafcdf251739e1fa27843d7167a7b2f2031'],False,['ext\\Vim\\jinja.vim']
d31e66c6ba5a9b4e8b610608f1a9bc114c3ec23c,ext/Vim/jinja.vim: fix issues reported by vint,['88023b89489186f852f084181eac730a9259b666'],False,['ext\\Vim\\jinja.vim']
390556c1a2418dc3d27f555d6926de2618cfe871,minor: fix typo in docstring,['4fe03dafcdf251739e1fa27843d7167a7b2f2031'],False,['jinja2\\environment.py']
9b125f47d1340817bbcec143edd92155d4d1da7e,"Merge pull request #1123 from blueyed/fix-typo

minor: fix typo in docstring","['4fe03dafcdf251739e1fa27843d7167a7b2f2031', '390556c1a2418dc3d27f555d6926de2618cfe871']",True,[]
8342180f3913daea28fcd6644a0ba4c69391b189,"Merge pull request #1117 from nvllsvm/fix_exc_pickle

Fix TemplateSyntaxError pickling","['715f357abc1d3966f1059f59d7a0ae5a7b6b5905', 'b23a0dec2da3036310852ac82d25a1b115aa0995']",True,[]
984997913cc2eb1a00e1b8787c3d3ada5dd359c7,"import Markup from markupsafe, fix flake8 import warnings",['c6d864cf8975415bd4ffee17f29e37f95969c8c9'],False,"['src\\jinja2\\__init__.py', 'src\\jinja2\\asyncsupport.py', 'src\\jinja2\\compiler.py', 'src\\jinja2\\defaults.py', 'src\\jinja2\\environment.py', 'src\\jinja2\\ext.py', 'src\\jinja2\\nodes.py', 'src\\jinja2\\runtime.py', 'src\\jinja2\\sandbox.py']"
05dee9b87023930f8131cbc0815b56a23e973c3d,Fix attribute access in async code. Fixes #1141,['bbdafe33ce9f47e3cbfb9415619e354349f11243'],False,['src\\jinja2\\compiler.py']
3d5bfc6109bcc682f5266b118180e8b5fb775ae9,"Merge pull request #1143 from pallets/bugfix/attribute-access

Fix attribute access in async code.","['bbdafe33ce9f47e3cbfb9415619e354349f11243', 'd61c1ea70bfc98eb6a0dc690e2f0a1527fd80f10']",True,[]
0166b4c8b800de108b60acdf7ccc01a7bcf5f49a,fix formatting,['3915eb5c2a7e2e4d49ebdf0ecb167ea9c21c60b2'],False,['CHANGES.rst']
1164cc361778a501317529aafa67b1180a4a15cd,fix formatting,['0166b4c8b800de108b60acdf7ccc01a7bcf5f49a'],False,['CHANGES.rst']
7c1b535c357f484cc43091c5287a6ccd1aa45814,Fix async doc,['dd5a0508c5e938b2660d6b1a74a2af6ff1a65dd5'],False,['docs\\api.rst']
7c18c21fbf5cbbeec7d5e57b774a7c4adf9562ee,Fix html tag,['45a76a3794a91e6d7077ced88c814a96cc87d5c2'],False,['docs\\templates.rst']
b3a9df307220fc88c2bde48da5ff837a33faff31,"Merge pull request #1174 from septatrix/patch-1

Fix html tag","['45a76a3794a91e6d7077ced88c814a96cc87d5c2', '7c18c21fbf5cbbeec7d5e57b774a7c4adf9562ee']",True,[]
77a212bf93933237cd3574fb44368eea2659f9c5,Fix tokens line number calculation when whitespace stripping is used,['07b5c01338bbfc06be9afc80a127a327611d9a6d'],False,"['CHANGES.rst', 'src\\jinja2\\lexer.py', 'tests\\test_lexnparse.py']"
5f95471a68b527cf47fb8391c661f72171b63cc3,"Merge pull request #1178 from avli/fix-lexer-lineno

Fix tokens line number calculation when whitespace stripping is used","['07b5c01338bbfc06be9afc80a127a327611d9a6d', '77a212bf93933237cd3574fb44368eea2659f9c5']",True,[]
a524e77eec22589e4e657550233a5c3bcf24d046,Use importlib machinery to fix PEP 451 import hooks,['0a370316c6a4f0d034da5f90df5a671a32a8e376'],False,"['src\\jinja2\\loaders.py', 'tests\\test_loader.py']"
bff4893d5fb8a26ff38725609547189a897234b0,"Merge pull request #1169 from asottile/pep_451

Use importlib machinery to fix PEP 451 import hooks","['0a370316c6a4f0d034da5f90df5a671a32a8e376', 'c0675781a569b4d54f23ecbfcc6d4730d11ded01']",True,[]
dbbd082bce92cb21ae3e4f49aa32554e05e5d8fc,"Fix unintended lstrip_blocks behavior. Fixes #1138

Introduced in #858. Tests will follow, also results of performance
testing.",['4a70cd480f46da7004cc58b14be3b9966652954a'],False,['src\\jinja2\\lexer.py']
7163513a352cb7eda328fedb2bfcd987510929af,"Add tests for lstrip whitespace behavior fix

Also did peformance tests for the previous fix and saw no measurable
impact.",['dbbd082bce92cb21ae3e4f49aa32554e05e5d8fc'],False,"['CHANGES.rst', 'tests\\test_lexnparse.py']"
f1756a3b44a6fd791954bd8d610cd9211d682518,"Merge pull request #1183 from exponea/1138-fix-unintended-lstrip-behavior-change

Fix unintended lstrip_blocks behavior","['4a70cd480f46da7004cc58b14be3b9966652954a', '7163513a352cb7eda328fedb2bfcd987510929af']",True,[]
9ec465baefe32e305bd4e61da49e6c39360c194e,fix changelog header,['737a4cd41d09878e7e6c584a2062f5853dc30150'],False,['CHANGES.rst']
9046b77cffd1bb54714aba117a36cefd5cc5a164,fix dependabot config syntax,['b038ec3d916a0b238b688cb048b8803f1af77e12'],False,['.dependabot\\config.yml']
9b718ed3d26fc2f80ab58f3249b517a65db9cc7b,"Merge pull request #1241 from MLH-Fellowship/macros_with_globals

Fix bug with imported macros and template globals","['5eea6e49e09971f844f7a3b6812c7be167ee04c9', 'cc792d8c918b44c3c6815cced07b0a334a2fed42']",True,[]
1eca37ba6d55c57f837a2126a5e240fd596f2e6d,"Merge pull request #1303 from gibson042/gh-1279-custom-async-filters

Fix custom async filters","['27c65757b26bb5012df1a5ccab1340cd7d52f139', 'e1d0131a7fda35029f48cac994e1635025f95461']",True,[]
81911fdb3065f1156d84ca52ee3a257c229ebc59,Update templates.rst to fix small typo (#1327),['1c240154865a7b6034033027e3c2ca8a2fa53fc2'],False,['docs\\templates.rst']
8d69d20c1d5c7af725417ca588e9c1191d9957bc,"Fix ""If"" example in documentation (#1337)

Fix ""If"" example in documentation",['5f79ba633db0e6f56fc2d13cfc78547495f3d395'],False,['docs\\templates.rst']
a30f92d246799e7c1620a18d2e65951ee79afe50,fix new formatting issues,['e993a9d48c52449468b39cac59f58d0f37d95e11'],False,"['setup.py', 'src\\jinja2\\parser.py', 'src\\jinja2\\runtime.py', 'src\\jinja2\\utils.py', 'tests\\test_async.py', 'tests\\test_filters.py', 'tests\\test_lexnparse.py']"
f71f5ebab2e76c5ee6f5f705a2703f3891e762bc,"Merge pull request #1242 from MLH-Fellowship/context-bug

fix bugs with contextfunction and nested loop variables","['94ccd028ef1f3cd9eaec862d6a1d646d02a242bc', 'f524bcce0cf295941fe665cbcb6846e7e9f39df5']",True,[]
49d5f9788c32033d624ce443f1830871a0c79675,fix bug with cached templates not using new globals,['f71f5ebab2e76c5ee6f5f705a2703f3891e762bc'],False,"['CHANGES.rst', 'src\\jinja2\\environment.py', 'tests\\test_regression.py']"
40a312e80f4f1b25f201293c3f1a840a1b88191d,"Merge pull request #1244 from MLH-Fellowship/cache-bugs

Fix bug with cached templates not registering new globals","['f71f5ebab2e76c5ee6f5f705a2703f3891e762bc', '49d5f9788c32033d624ce443f1830871a0c79675']",True,[]
9dae67bcc8dbc389e0ceef12f1fa04352ef75b8e,"Split lines in lexer only by \r\n, \r and \n

Python str.splitlines() splits by more characters[1], which, however,
causes problems when keeping these special characters in processed
templates is desirable, i.e. these bug reports: #769, #952, #1313.

The keep_trailing_newlines logic is reworked because splitlines()
removes them already (so they had to be added), while re.split doesn't
so they have to be removed.

[1] https://docs.python.org/3/library/stdtypes.html#str.splitlines",['59de6fbde98de6719758b773a77f0559756756b5'],False,"['CHANGES.rst', 'src\\jinja2\\lexer.py', 'tests\\test_regression.py']"
4abb2a0739195c697751f734d084d76272d12359,"Merge pull request #1366 from mvolfik/fix-unicode-newlines

Fix unicode newlines","['59de6fbde98de6719758b773a77f0559756756b5', '9dae67bcc8dbc389e0ceef12f1fa04352ef75b8e']",True,[]
da48bb0d2024aa1d673adb3c60dab2819c578691,Fix map documentation,['e45eabccf0424ea9406ba56549b084e7854c5922'],False,['src\\jinja2\\filters.py']
eaf0cca37baddfdbd065924194a948199186f397,"Merge pull request #1364 from Dreamsorcerer/patch-2

Fix map documentation","['e45eabccf0424ea9406ba56549b084e7854c5922', 'da48bb0d2024aa1d673adb3c60dab2819c578691']",True,[]
671cbd73fe6bd03b10f8177a1c6f51b8da7c8eff,Fix incorrect docs - line statements have no default,['eaf0cca37baddfdbd065924194a948199186f397'],False,['docs\\templates.rst']
e802be7520acec0d181ab442922ea11f986c3e4e,"fix Markup subclass

str subclass must override __new__ instead of __init__",['d77a91b1cba05d9dc78d4b03d312fcff3ca91ebb'],False,['src\\jinja2\\utils.py']
38839c70060299616f00631567d5768c8acd2cba,"Merge pull request #1401 from pallets/deprecated-markup

fix deprecated `Markup` subclass","['d77a91b1cba05d9dc78d4b03d312fcff3ca91ebb', 'e802be7520acec0d181ab442922ea11f986c3e4e']",True,[]
ba1f27e11b55cb6f6a0fd64a8f3d078369831691,fix py.typed in manifest,['1a3342b27ec09b547cd238ab0fb35c658116f822'],False,['MANIFEST.in']
53fea337d1b817aa12f5833df745987427e40e6a,"Merge pull request #1414 from pallets/typing-marker

fix py.typed in manifest","['1a3342b27ec09b547cd238ab0fb35c658116f822', 'ba1f27e11b55cb6f6a0fd64a8f3d078369831691']",True,[]
9f34d2ac8743718bfad9fea23079192eac964e1b,fix typing that wasn't available in Python 3.6.0,['db5fb7971fb37078338ef3c5e54523313ee30653'],False,"['CHANGES.rst', 'src\\jinja2\\bccache.py', 'src\\jinja2\\compiler.py', 'src\\jinja2\\environment.py', 'src\\jinja2\\lexer.py', 'src\\jinja2\\nodes.py', 'src\\jinja2\\parser.py', 'src\\jinja2\\runtime.py', 'src\\jinja2\\utils.py']"
fb564a84af82cc896c9b1be421a100e256254677,"Merge pull request #1436 from pallets/deprecated-extensions

fix context for deprecated extensions","['426c56032c1d40564acfb21128c19144f6338a9b', 'b4d31e7b8df2cd9f42e6dc28c5f7d82fe8767110']",True,[]
f562a4fdea7bc10039ffa555367f8891e790ab53,fix deprecated `Markup` subclass,['fb564a84af82cc896c9b1be421a100e256254677'],False,"['CHANGES.rst', 'src\\jinja2\\utils.py']"
ab7840328f3c6303b4509972f7751e9ab1ee36c7,"Merge pull request #1439 from pallets/deprecated-markup

fix deprecated `Markup` subclass","['55848d36c0a589139e5003a5ad263fce0d95aa2f', 'f562a4fdea7bc10039ffa555367f8891e790ab53']",True,[]
9f5db9a6d904a26f1dab777427b904a85d418e7a,"Merge pull request #1440 from pallets/deprecated-markup

fix deprecated `Markup` subclass","['fb564a84af82cc896c9b1be421a100e256254677', 'f562a4fdea7bc10039ffa555367f8891e790ab53']",True,[]
02071b3e5933560f070e3a898f8aa82622d2001e,"Merge pull request #1449 from amy-lei/loop-scoping

fix loop scoping bug","['d4e5112550abd8949b8e787bbd8fd9e56f1bd09b', 'f3bc9c6a915badd3871eb1bc5aae5421d2f6496d']",True,[]
531145d28b2207f9f7886eebdc2171b13e681018,"Merge pull request #1455 from ewjoachim/undefined-contains-1204

Only StrictUndefined.__contains__ raises error","['189132094135d4c84414404c3b388500d35dc49e', 'd5f49f5cc135f1a78704dba7db8212be2388b50e']",True,[]
8cc3a64fa6cb90817b4bbe5aaeca87fa73ea9103,Fix typos,['b7d12b6b1597ea5d38de8dac2013749be266edd0'],False,"['CHANGES.rst', 'src\\jinja2\\nodes.py', 'tests\\test_inheritance.py']"
e01e0a21f9157c5b09ea4131d94393fe347a2c82,"Merge pull request #1509 from kianmeng/fix-typos

Fix typos","['6aa096a67470f92c791353d4cf235cad270df1ed', '8cc3a64fa6cb90817b4bbe5aaeca87fa73ea9103']",True,[]
e04df6ed8cd6fe25c81066159d482008c93faab6,"Fix little typo in docstring

Fix a little typo in `do_sort` docstring.",['2a48dd898d72f1a119ee923996e70aa43da04ea4'],False,['src\\jinja2\\filters.py']
1c2afd42cabe333c9a85d5b9f531ece6d67f650d,"Merge pull request #1548 from mabdelaal86/patch-1

Fix little typo in docstring","['2a48dd898d72f1a119ee923996e70aa43da04ea4', 'e04df6ed8cd6fe25c81066159d482008c93faab6']",True,[]
cdc4f1d0d380398c05a2d4d1641689bdae5d5ba5,fix new mypy findings,['9dcb94fc2d1bd42d18b99d8171b54bcd0299a102'],False,"['setup.cfg', 'src\\jinja2\\compiler.py', 'src\\jinja2\\debug.py', 'src\\jinja2\\environment.py', 'src\\jinja2\\ext.py', 'src\\jinja2\\idtracking.py', 'src\\jinja2\\lexer.py', 'src\\jinja2\\loaders.py', 'src\\jinja2\\parser.py', 'src\\jinja2\\sandbox.py', 'src\\jinja2\\visitor.py', 'tests\\test_async.py']"
6e4df02773465d7a80c75cad93289d24f70bfa74,Fix formatting in tricks.rst,['3a050b122ed8c7b3b6bf0116cb91bd9d5eac7d8f'],False,['docs\\tricks.rst']
a2920752fd111c2d52c88eb57487667b3cf0ea7b,"Merge pull request #1620 from janfilips/patch-1

Fix formatting in tricks.rst","['3a050b122ed8c7b3b6bf0116cb91bd9d5eac7d8f', '6e4df02773465d7a80c75cad93289d24f70bfa74']",True,[]
5d3d2414710c1439105d84efc58e4aba8e453cb3,fix flake8-bugbear finding,['21da8f529888a2144bafd183439d26564c6dc134'],False,['src\\jinja2\\visitor.py']
746bb95780c17687b27b6d1bf4df1216f0da972c,Fix race conditions in FileSystemBytecodeCache,['466a200ea40642b674db77588d13889abbad55f5'],False,"['CHANGES.rst', 'src\\jinja2\\bccache.py']"
b802b5a6ad9deea082c16d9adb6417eda1a184d8,"Merge pull request #1655 from dvitek/dvitek/issue1654

Fix Race conditions in FileSystemBytecodeCache","['466a200ea40642b674db77588d13889abbad55f5', '746bb95780c17687b27b6d1bf4df1216f0da972c']",True,[]
